"input","posture","accepted","scheme_ok","username_ok","password_ok","host_ok","port_ok","path_ok","query_ok","fragment_ok","full_parity","rurl_scheme","exp_scheme","rurl_username","exp_username","rurl_password","exp_password","rurl_host","exp_host","rurl_port","exp_port","rurl_path","exp_path","rurl_query","exp_query","rurl_fragment","exp_fragment","rurl_status"
"sc://faß.ExAmPlE/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","sc","","","","","","fa%C3%9F.ExAmPlE","","","","/","","","","","error"
"http://./","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","",".",".","","","/","/","","","","","warning-invalid-tld"
"http://../","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","..","..","","","/","/","","","","","warning-invalid-tld"
"h://.","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","h","","","","","",".","","","","","","","","","error"
"http://😀x@host/","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","%F0%9F%98%80x","%F0%9F%98%80x","","","host","host","","","/","/","","","","","warning-no-tld"
"http://a:😀x@host/","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","a","a","%F0%9F%98%80x","%F0%9F%98%80x","host","host","","","/","/","","","","","warning-no-tld"
"http://😀@host/","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","%F0%9F%98%80","%F0%9F%98%80","","","host","host","","","/","/","","","","","warning-no-tld"
"https://localhost?q=🔥","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"https","https","","","","","localhost","localhost","","","/","/","q=%F0%9F%94%A5","q=%F0%9F%94%A5","","","warning-no-tld"
"https://localhost#🔥","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"https","https","","","","","localhost","localhost","","","/","/","","","%F0%9F%94%A5","%F0%9F%94%A5","warning-no-tld"
"http://host/?'","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","host","host","","","/","/","%27","%27","","","warning-no-tld"
"notspecial://host/?'","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","notspecial","","","","","","host","","","","/","","'","","","error"
"about:/../","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","about","","","","","","","","","","/","","","","","error"
"data:/../","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","data","","","","","","","","","","/","","","","","error"
"javascript:/../","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","javascript","","","","","","","","","","/","","","","","error"
"mailto:/../","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","mailto","","","","","","","","","","/","","","","","error"
"sc://ñ.test/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","sc","","","","","","%C3%B1.test","","","","/","","","","","error"
"sc://%/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","sc","","","","","","%","","","","/","","","","","error"
"sc:\../","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","sc","","","","","","","","","","\../","","","","","error"
"sc::a@example.net","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","sc","","","","","","","","","",":a@example.net","","","","","error"
"wow:%NBD","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","wow","","","","","","","","","","%NBD","","","","","error"
"wow:%1G","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","wow","","","","","","","","","","%1G","","","","","error"
"wow:￿","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","wow","","","","","","","","","","%EF%BF%BF","","","","","error"
"foo://ho	st/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","foo","","","","","","host","","","","/","","","","","error"
"foo://ho
st/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","foo","","","","","","host","","","","/","","","","","error"
"foo://host/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","foo","","","","","","host","","","","/","","","","","error"
"http://ho	st/","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","host","host","","","/","/","","","","","warning-no-tld"
"http://ho
st/","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","host","host","","","/","/","","","","","warning-no-tld"
"http://host/","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","host","host","","","/","/","","","","","warning-no-tld"
"http://!""$&'()*+,-.;=_`{}~/","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","!""$&'()*+,-.;=_`{}~","!""$&'()*+,-.;=_`{}~","","","/","/","","","","","warning-invalid-tld"
"sc://!""$%&'()*+,-.;=_`{}~/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","sc","","","","","","%01%02%03%04%05%06%07%08%0B%0C%0E%0F%10%11%12%13%14%15%16%17%18%19%1A%1B%1C%1D%1E%1F%7F!""$%&'()*+,-.;=_`{}~","","","","/","","","","","error"
"ftp://%e2%98%83","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"ftp","ftp","","","","","xn--n3h","xn--n3h","","","/","/","","","","","warning-no-tld"
"https://%e2%98%83","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"https","https","","","","","xn--n3h","xn--n3h","","","/","/","","","","","warning-no-tld"
"http://127.0.0.1:10100/relative_import.html","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","127.0.0.1","127.0.0.1","10100","10100","/relative_import.html","/relative_import.html","","","","","ok"
"http://facebook.com/?foo=%7B%22abc%22","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","facebook.com","facebook.com","","","/","/","foo=%7B%22abc%22","foo=%7B%22abc%22","","","ok"
"https://localhost:3000/jqueryui@1.2.3","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"https","https","","","","","localhost","localhost","3000","3000","/jqueryui@1.2.3","/jqueryui@1.2.3","","","","","warning-no-tld"
"h	t
tp://h	o
st:9	0
00/p	a
th?q	u
ery#f	r
ag","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","host","host","9000","9000","/path","/path","query","query","frag","frag","warning-no-tld"
"http://foo.bar/baz?qux#foobar","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","foo.bar","foo.bar","","","/baz","/baz","qux","qux","foo%08bar","foo%08bar","ok"
"http://foo.bar/baz?qux#foo""bar","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","foo.bar","foo.bar","","","/baz","/baz","qux","qux","foo%22bar","foo%22bar","ok"
"http://foo.bar/baz?qux#foo<bar","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","foo.bar","foo.bar","","","/baz","/baz","qux","qux","foo%3Cbar","foo%3Cbar","ok"
"http://foo.bar/baz?qux#foo>bar","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","foo.bar","foo.bar","","","/baz","/baz","qux","qux","foo%3Ebar","foo%3Ebar","ok"
"http://foo.bar/baz?qux#foo`bar","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","foo.bar","foo.bar","","","/baz","/baz","qux","qux","foo%60bar","foo%60bar","ok"
"https://0x.0x.0","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"https","https","","","","","0.0.0.0","0.0.0.0","","","/","/","","","","","ok"
"https://0x.0x.0x.0x","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"https","https","","","","","0.0.0.0","0.0.0.0","","","/","/","","","","","ok"
"https://00.00.00.00","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"https","https","","","","","0.0.0.0","0.0.0.0","","","/","/","","","","","ok"
"https://0000000000000000000000000000000000000000177.0.0.1","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"https","https","","","","","127.0.0.1","127.0.0.1","","","/","/","","","","","ok"
"file:///C%3A/","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","/C%3A/","/C%3A/","","","","","ok"
"file:///C%7C/","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","/C%7C/","/C%7C/","","","","","ok"
"asdf://%43%7C/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","asdf","","","","","","%43%7C","","","","/","","","","","error"
"file:\\//","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","//","//","","","","","ok"
"file:\\\\","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","//","//","","","","","ok"
"file:\\\\?fox","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","//","//","fox","fox","","","ok"
"file:\\\\#guppy","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","//","//","","","guppy","guppy","ok"
"file://spider///","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","spider","spider","","","///","///","","","","","ok"
"file:\\localhost//","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","//","//","","","","","ok"
"file:///localhost//cat","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","/localhost//cat","/localhost//cat","","","","","ok"
"file://\/localhost//cat","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","//localhost//cat","//localhost//cat","","","","","ok"
"file://localhost//a//../..//","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","///","///","","","","","ok"
"file://example.net/C:/","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","example.net","example.net","","","/C:/","/C:/","","","","","ok"
"file://1.2.3.4/C:/","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","1.2.3.4","1.2.3.4","","","/C:/","/C:/","","","","","ok"
"file://[1::8]/C:/","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","[1::8]","[1::8]","","","/C:/","/C:/","","","","","ok"
"file:/C|/","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","/C:/","/C:/","","","","","ok"
"file://C|/","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","/C:/","/C:/","","","","","ok"
"file:","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","/","/","","","","","ok"
"file:?q=v","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","/","/","q=v","q=v","","","ok"
"file:#frag","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","/","/","","","frag","frag","ok"
"file:///Y:","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","/Y:","/Y:","","","","","ok"
"file:///Y:/","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","/Y:/","/Y:/","","","","","ok"
"file:///./Y","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","/Y","/Y","","","","","ok"
"file:///./Y:","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","/Y:","/Y:","","","","","ok"
"file:///y:","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","/y:","/y:","","","","","ok"
"file:///y:/","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","/y:/","/y:/","","","","","ok"
"file:///./y","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","/y","/y","","","","","ok"
"file:///./y:","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","/y:","/y:","","","","","ok"
"file://localhost//a//../..//foo","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","///foo","///foo","","","","","ok"
"file://localhost////foo","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","////foo","////foo","","","","","ok"
"file:////foo","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","//foo","//foo","","","","","ok"
"file:.//p","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","//p","//p","","","","","ok"
"file:/.//p","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","//p","//p","","","","","ok"
"sc://ñ","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","sc","","","","","","%C3%B1","","","","","","","","","error"
"sc://ñ?x","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","sc","","","","","","%C3%B1","","","","","","x","","","error"
"sc://ñ#x","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","sc","","","","","","%C3%B1","","","","","","","","x","error"
"sc://?","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","sc","","","","","","","","","","","","","","","error"
"sc://#","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","sc","","","","","","","","","","","","","","","error"
"tftp://foobar.com/someconfig;mode=netascii","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","tftp","","","","","","foobar.com","","","","/someconfig;mode=netascii","","","","","error"
"telnet://user:pass@foobar.com:23/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","telnet","","user","","pass","","foobar.com","","23","","/","","","","","error"
"ut2004://10.10.10.10:7777/Index.ut2","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","ut2004","","","","","","10.10.10.10","","7777","","/Index.ut2","","","","","error"
"redis://foo:bar@somehost:6379/0?baz=bam&qux=baz","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","redis","","foo","","bar","","somehost","","6379","","/0","","baz=bam&qux=baz","","","error"
"rsync://foo@host:911/sup","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","rsync","","foo","","","","host","","911","","/sup","","","","","error"
"git://github.com/foo/bar.git","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","git","","","","","","github.com","","","","/foo/bar.git","","","","","error"
"irc://myserver.com:6999/channel?passwd","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","irc","","","","","","myserver.com","","6999","","/channel","","passwd","","","error"
"dns://fw.example.org:9999/foo.bar.org?type=TXT","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","dns","","","","","","fw.example.org","","9999","","/foo.bar.org","","type=TXT","","","error"
"ldap://localhost:389/ou=People,o=JNDITutorial","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","ldap","","","","","","localhost","","389","","/ou=People,o=JNDITutorial","","","","","error"
"git+https://github.com/foo/bar","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","git+https","","","","","","github.com","","","","/foo/bar","","","","","error"
"urn:ietf:rfc:2648","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","urn","","","","","","","","","","ietf:rfc:2648","","","","","error"
"tag:joe@example.org,2001:foo/bar","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","tag","","","","","","","","","","joe@example.org,2001:foo/bar","","","","","error"
"non-spec:/.//","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","non-spec","","","","","","","","","","//","","","","","error"
"non-spec:/..//","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","non-spec","","","","","","","","","","//","","","","","error"
"non-spec:/a/..//","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","non-spec","","","","","","","","","","//","","","","","error"
"non-spec:/.//path","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","non-spec","","","","","","","","","","//path","","","","","error"
"non-spec:/..//path","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","non-spec","","","","","","","","","","//path","","","","","error"
"non-spec:/a/..//path","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","non-spec","","","","","","","","","","//path","","","","","error"
"non-special://%E2%80%A0/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","non-special","","","","","","%E2%80%A0","","","","/","","","","","error"
"non-special://H%4fSt/path","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","non-special","","","","","","H%4fSt","","","","/path","","","","","error"
"non-special://[1:2:0:0:5:0:0:0]/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","non-special","","","","","","[1:2:0:0:5::]","","","","/","","","","","error"
"non-special://[1:2:0:0:0:0:0:3]/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","non-special","","","","","","[1:2::3]","","","","/","","","","","error"
"non-special://[1:2::3]:80/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","non-special","","","","","","[1:2::3]","","80","","/","","","","","error"
"blob:https://example.com:443/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","blob","","","","","","","","","","https://example.com:443/","","","","","error"
"blob:http://example.org:88/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","blob","","","","","","","","","","http://example.org:88/","","","","","error"
"blob:d3958f5c-0777-0845-9dcf-2cb28783acaf","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","blob","","","","","","","","","","d3958f5c-0777-0845-9dcf-2cb28783acaf","","","","","error"
"blob:","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","blob","","","","","","","","","","","","","","","error"
"blob:blob:","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","blob","","","","","","","","","","blob:","","","","","error"
"blob:blob:https://example.org/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","blob","","","","","","","","","","blob:https://example.org/","","","","","error"
"blob:about:blank","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","blob","","","","","","","","","","about:blank","","","","","error"
"blob:file://host/path","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","blob","","","","","","","","","","file://host/path","","","","","error"
"blob:ftp://host/path","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","blob","","","","","","","","","","ftp://host/path","","","","","error"
"blob:ws://example.org/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","blob","","","","","","","","","","ws://example.org/","","","","","error"
"blob:wss://example.org/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","blob","","","","","","","","","","wss://example.org/","","","","","error"
"blob:http%3a//example.org/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","blob","","","","","","","","","","http%3a//example.org/","","","","","error"
"http://0x7f.0.0.0x7g","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","0x7f.0.0.0x7g","0x7f.0.0.0x7g","","","/","/","","","","","warning-invalid-tld"
"http://0X7F.0.0.0X7G","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","0x7f.0.0.0x7g","0x7f.0.0.0x7g","","","/","/","","","","","warning-invalid-tld"
"http://[0:1:0:1:0:1:0:1]","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","[0:1:0:1:0:1:0:1]","[0:1:0:1:0:1:0:1]","","","/","/","","","","","ok"
"http://[1:0:1:0:1:0:1:0]","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","[1:0:1:0:1:0:1:0]","[1:0:1:0:1:0:1:0]","","","/","/","","","","","ok"
"http://example.org/test?""","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.org","example.org","","","/test","/test","%22","%22","","","ok"
"http://example.org/test?#","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.org","example.org","","","/test","/test","","","","","ok"
"http://example.org/test?<","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.org","example.org","","","/test","/test","%3C","%3C","","","ok"
"http://example.org/test?>","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.org","example.org","","","/test","/test","%3E","%3E","","","ok"
"http://example.org/test?⌣","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.org","example.org","","","/test","/test","%E2%8C%A3","%E2%8C%A3","","","ok"
"http://example.org/test?%23%23","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.org","example.org","","","/test","/test","%23%23","%23%23","","","ok"
"http://example.org/test?%GH","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.org","example.org","","","/test","/test","%GH","%GH","","","ok"
"http://example.org/test?a#%EF","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.org","example.org","","","/test","/test","a","a","%EF","%EF","ok"
"http://example.org/test?a#%GH","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.org","example.org","","","/test","/test","a","a","%GH","%GH","ok"
"file://a­b/p","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","ab","ab","","","/p","/p","","","","","ok"
"file://a%C2%ADb/p","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","ab","ab","","","/p","/p","","","","","ok"
"file://loC𝐀𝐋𝐇𝐨𝐬𝐭/usr/bin","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","/usr/bin","/usr/bin","","","","","ok"
"file://xn--/p","web",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","xn--","xn--","","","/p","/p","","","","","ok"
"non-special:cannot-be-a-base-url-!""$%&'()*+,-.;<=>@[\]^_`{|}~@/","web",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"","non-special","","","","","","","","","","cannot-be-a-base-url-!""$%&'()*+,-.;<=>@[\]^_`{|}~@/","","","","","error"
