"input","posture","accepted","scheme_ok","username_ok","password_ok","host_ok","port_ok","path_ok","query_ok","fragment_ok","full_parity","rurl_scheme","exp_scheme","rurl_username","exp_username","rurl_password","exp_password","rurl_host","exp_host","rurl_port","exp_port","rurl_path","exp_path","rurl_query","exp_query","rurl_fragment","exp_fragment","rurl_status"
"http://10.0.0.XN--pokxncvks","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","10.0.0.xn--pokxncvks","10.0.0.xn--pokxncvks","","","/","/","","","","","warning-invalid-tld"
"http://10.0.0.xN--pokxncvks","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","10.0.0.xn--pokxncvks","10.0.0.xn--pokxncvks","","","/","/","","","","","warning-invalid-tld"
"https://faß.ExAmPlE/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"https","https","","","","","xn--fa-hia.example","xn--fa-hia.example","","","/","/","","","","","warning-invalid-tld"
"sc://faß.ExAmPlE/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"sc","sc","","","","","fa%C3%9F.ExAmPlE","fa%C3%9F.ExAmPlE","","","/","/","","","","","ok"
"http://./","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","",".",".","","","/","/","","","","","warning-invalid-tld"
"http://../","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","..","..","","","/","/","","","","","warning-invalid-tld"
"h://.","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"h","h","","","","",".",".","","","","","","","","","ok"
"http://😀x@host/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","%F0%9F%98%80x","%F0%9F%98%80x","","","host","host","","","/","/","","","","","warning-no-tld"
"http://a:😀x@host/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","a","a","%F0%9F%98%80x","%F0%9F%98%80x","host","host","","","/","/","","","","","warning-no-tld"
"http://😀@host/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","%F0%9F%98%80","%F0%9F%98%80","","","host","host","","","/","/","","","","","warning-no-tld"
"https://localhost?q=🔥","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"https","https","","","","","localhost","localhost","","","/","/","q=%F0%9F%94%A5","q=%F0%9F%94%A5","","","warning-no-tld"
"https://localhost#🔥","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"https","https","","","","","localhost","localhost","","","/","/","","","%F0%9F%94%A5","%F0%9F%94%A5","warning-no-tld"
"http://host/?'","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","host","host","","","/","/","%27","%27","","","warning-no-tld"
"notspecial://host/?'","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"notspecial","notspecial","","","","","host","host","","","/","/","'","'","","","ok"
"about:/../","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"about","about","","","","","","","","","/","/","","","","","ok"
"data:/../","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"data","data","","","","","","","","","/","/","","","","","ok"
"javascript:/../","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"javascript","javascript","","","","","","","","","/","/","","","","","ok"
"mailto:/../","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"mailto","mailto","","","","","","","","","/","/","","","","","ok"
"sc://ñ.test/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"sc","sc","","","","","%C3%B1.test","%C3%B1.test","","","/","/","","","","","ok"
"sc://%/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"sc","sc","","","","","%","%","","","/","/","","","","","ok"
"sc:\../","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"sc","sc","","","","","","","","","\../","\../","","","","","ok"
"sc::a@example.net","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"sc","sc","","","","","","","","",":a@example.net",":a@example.net","","","","","ok"
"wow:%NBD","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"wow","wow","","","","","","","","","%NBD","%NBD","","","","","ok"
"wow:%1G","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"wow","wow","","","","","","","","","%1G","%1G","","","","","ok"
"wow:￿","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"wow","wow","","","","","","","","","%EF%BF%BF","%EF%BF%BF","","","","","ok"
"foo://ho	st/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"foo","foo","","","","","host","host","","","/","/","","","","","ok"
"foo://ho
st/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"foo","foo","","","","","host","host","","","/","/","","","","","ok"
"foo://host/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"foo","foo","","","","","host","host","","","/","/","","","","","ok"
"http://ho	st/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","host","host","","","/","/","","","","","warning-no-tld"
"http://ho
st/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","host","host","","","/","/","","","","","warning-no-tld"
"http://host/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","host","host","","","/","/","","","","","warning-no-tld"
"http://!""$&'()*+,-.;=_`{}~/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","!""$&'()*+,-.;=_`{}~","!""$&'()*+,-.;=_`{}~","","","/","/","","","","","warning-invalid-tld"
"sc://!""$%&'()*+,-.;=_`{}~/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"sc","sc","","","","","%01%02%03%04%05%06%07%08%0B%0C%0E%0F%10%11%12%13%14%15%16%17%18%19%1A%1B%1C%1D%1E%1F%7F!""$%&'()*+,-.;=_`{}~","%01%02%03%04%05%06%07%08%0B%0C%0E%0F%10%11%12%13%14%15%16%17%18%19%1A%1B%1C%1D%1E%1F%7F!""$%&'()*+,-.;=_`{}~","","","/","/","","","","","ok"
"ftp://%e2%98%83","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"ftp","ftp","","","","","xn--n3h","xn--n3h","","","/","/","","","","","warning-no-tld"
"https://%e2%98%83","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"https","https","","","","","xn--n3h","xn--n3h","","","/","/","","","","","warning-no-tld"
"http://127.0.0.1:10100/relative_import.html","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","127.0.0.1","127.0.0.1","10100","10100","/relative_import.html","/relative_import.html","","","","","ok"
"http://facebook.com/?foo=%7B%22abc%22","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","facebook.com","facebook.com","","","/","/","foo=%7B%22abc%22","foo=%7B%22abc%22","","","ok"
"https://localhost:3000/jqueryui@1.2.3","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"https","https","","","","","localhost","localhost","3000","3000","/jqueryui@1.2.3","/jqueryui@1.2.3","","","","","warning-no-tld"
"h	t
tp://h	o
st:9	0
00/p	a
th?q	u
ery#f	r
ag","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","host","host","9000","9000","/path","/path","query","query","frag","frag","warning-no-tld"
"http://foo.bar/baz?qux#foobar","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","foo.bar","foo.bar","","","/baz","/baz","qux","qux","foo%08bar","foo%08bar","ok"
"http://foo.bar/baz?qux#foo""bar","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","foo.bar","foo.bar","","","/baz","/baz","qux","qux","foo%22bar","foo%22bar","ok"
"http://foo.bar/baz?qux#foo<bar","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","foo.bar","foo.bar","","","/baz","/baz","qux","qux","foo%3Cbar","foo%3Cbar","ok"
"http://foo.bar/baz?qux#foo>bar","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","foo.bar","foo.bar","","","/baz","/baz","qux","qux","foo%3Ebar","foo%3Ebar","ok"
"http://foo.bar/baz?qux#foo`bar","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","foo.bar","foo.bar","","","/baz","/baz","qux","qux","foo%60bar","foo%60bar","ok"
"https://0x.0x.0","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"https","https","","","","","0.0.0.0","0.0.0.0","","","/","/","","","","","ok"
"https://0x.0x.0x.0x","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"https","https","","","","","0.0.0.0","0.0.0.0","","","/","/","","","","","ok"
"https://00.00.00.00","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"https","https","","","","","0.0.0.0","0.0.0.0","","","/","/","","","","","ok"
"https://0000000000000000000000000000000000000000177.0.0.1","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"https","https","","","","","127.0.0.1","127.0.0.1","","","/","/","","","","","ok"
"file:///C%3A/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","/C%3A/","/C%3A/","","","","","ok"
"file:///C%7C/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","/C%7C/","/C%7C/","","","","","ok"
"asdf://%43%7C/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"asdf","asdf","","","","","%43%7C","%43%7C","","","/","/","","","","","ok"
"file:\\//","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","//","//","","","","","ok"
"file:\\\\","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","//","//","","","","","ok"
"file:\\\\?fox","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","//","//","fox","fox","","","ok"
"file:\\\\#guppy","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","//","//","","","guppy","guppy","ok"
"file://spider///","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","spider","spider","","","///","///","","","","","ok"
"file:\\localhost//","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","//","//","","","","","ok"
"file:///localhost//cat","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","/localhost//cat","/localhost//cat","","","","","ok"
"file://\/localhost//cat","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","//localhost//cat","//localhost//cat","","","","","ok"
"file://localhost//a//../..//","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","///","///","","","","","ok"
"file://example.net/C:/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","example.net","example.net","","","/C:/","/C:/","","","","","ok"
"file://1.2.3.4/C:/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","1.2.3.4","1.2.3.4","","","/C:/","/C:/","","","","","ok"
"file://[1::8]/C:/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","[1::8]","[1::8]","","","/C:/","/C:/","","","","","ok"
"file:/C|/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","/C:/","/C:/","","","","","ok"
"file://C|/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","/C:/","/C:/","","","","","ok"
"file:","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","/","/","","","","","ok"
"file:?q=v","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","/","/","q=v","q=v","","","ok"
"file:#frag","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","/","/","","","frag","frag","ok"
"file:///Y:","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","/Y:","/Y:","","","","","ok"
"file:///Y:/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","/Y:/","/Y:/","","","","","ok"
"file:///./Y","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","/Y","/Y","","","","","ok"
"file:///./Y:","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","/Y:","/Y:","","","","","ok"
"file:///y:","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","/y:","/y:","","","","","ok"
"file:///y:/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","/y:/","/y:/","","","","","ok"
"file:///./y","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","/y","/y","","","","","ok"
"file:///./y:","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","/y:","/y:","","","","","ok"
"file://localhost//a//../..//foo","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","///foo","///foo","","","","","ok"
"file://localhost////foo","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","////foo","////foo","","","","","ok"
"file:////foo","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","//foo","//foo","","","","","ok"
"file:.//p","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","//p","//p","","","","","ok"
"file:/.//p","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"file","file","","","","","","","","","//p","//p","","","","","ok"
"sc://ñ","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"sc","sc","","","","","%C3%B1","%C3%B1","","","","","","","","","ok"
"sc://ñ?x","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"sc","sc","","","","","%C3%B1","%C3%B1","","","","","x","x","","","ok"
"sc://ñ#x","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"sc","sc","","","","","%C3%B1","%C3%B1","","","","","","","x","x","ok"
"sc://?","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"sc","sc","","","","","","","","","","","","","","","ok"
"sc://#","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"sc","sc","","","","","","","","","","","","","","","ok"
"tftp://foobar.com/someconfig;mode=netascii","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"tftp","tftp","","","","","foobar.com","foobar.com","","","/someconfig;mode=netascii","/someconfig;mode=netascii","","","","","ok"
"telnet://user:pass@foobar.com:23/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"telnet","telnet","user","user","pass","pass","foobar.com","foobar.com","23","23","/","/","","","","","ok"
"ut2004://10.10.10.10:7777/Index.ut2","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"ut2004","ut2004","","","","","10.10.10.10","10.10.10.10","7777","7777","/Index.ut2","/Index.ut2","","","","","ok"
"redis://foo:bar@somehost:6379/0?baz=bam&qux=baz","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"redis","redis","foo","foo","bar","bar","somehost","somehost","6379","6379","/0","/0","baz=bam&qux=baz","baz=bam&qux=baz","","","ok"
"rsync://foo@host:911/sup","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"rsync","rsync","foo","foo","","","host","host","911","911","/sup","/sup","","","","","ok"
"git://github.com/foo/bar.git","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"git","git","","","","","github.com","github.com","","","/foo/bar.git","/foo/bar.git","","","","","ok"
"irc://myserver.com:6999/channel?passwd","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"irc","irc","","","","","myserver.com","myserver.com","6999","6999","/channel","/channel","passwd","passwd","","","ok"
"dns://fw.example.org:9999/foo.bar.org?type=TXT","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"dns","dns","","","","","fw.example.org","fw.example.org","9999","9999","/foo.bar.org","/foo.bar.org","type=TXT","type=TXT","","","ok"
"ldap://localhost:389/ou=People,o=JNDITutorial","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"ldap","ldap","","","","","localhost","localhost","389","389","/ou=People,o=JNDITutorial","/ou=People,o=JNDITutorial","","","","","ok"
"git+https://github.com/foo/bar","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"git+https","git+https","","","","","github.com","github.com","","","/foo/bar","/foo/bar","","","","","ok"
"urn:ietf:rfc:2648","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"urn","urn","","","","","","","","","ietf:rfc:2648","ietf:rfc:2648","","","","","ok"
"tag:joe@example.org,2001:foo/bar","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"tag","tag","","","","","","","","","joe@example.org,2001:foo/bar","joe@example.org,2001:foo/bar","","","","","ok"
"non-spec:/.//","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"non-spec","non-spec","","","","","","","","","//","//","","","","","ok"
"non-spec:/..//","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"non-spec","non-spec","","","","","","","","","//","//","","","","","ok"
"non-spec:/a/..//","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"non-spec","non-spec","","","","","","","","","//","//","","","","","ok"
"non-spec:/.//path","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"non-spec","non-spec","","","","","","","","","//path","//path","","","","","ok"
"non-spec:/..//path","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"non-spec","non-spec","","","","","","","","","//path","//path","","","","","ok"
"non-spec:/a/..//path","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"non-spec","non-spec","","","","","","","","","//path","//path","","","","","ok"
"non-special://%E2%80%A0/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"non-special","non-special","","","","","%E2%80%A0","%E2%80%A0","","","/","/","","","","","ok"
"non-special://H%4fSt/path","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"non-special","non-special","","","","","H%4fSt","H%4fSt","","","/path","/path","","","","","ok"
"non-special://[1:2:0:0:5:0:0:0]/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"non-special","non-special","","","","","[1:2:0:0:5::]","[1:2:0:0:5::]","","","/","/","","","","","ok"
"non-special://[1:2:0:0:0:0:0:3]/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"non-special","non-special","","","","","[1:2::3]","[1:2::3]","","","/","/","","","","","ok"
"non-special://[1:2::3]:80/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"non-special","non-special","","","","","[1:2::3]","[1:2::3]","80","80","/","/","","","","","ok"
"blob:https://example.com:443/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"blob","blob","","","","","","","","","https://example.com:443/","https://example.com:443/","","","","","ok"
"blob:http://example.org:88/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"blob","blob","","","","","","","","","http://example.org:88/","http://example.org:88/","","","","","ok"
"blob:d3958f5c-0777-0845-9dcf-2cb28783acaf","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"blob","blob","","","","","","","","","d3958f5c-0777-0845-9dcf-2cb28783acaf","d3958f5c-0777-0845-9dcf-2cb28783acaf","","","","","ok"
"blob:","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"blob","blob","","","","","","","","","","","","","","","ok"
"blob:blob:","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"blob","blob","","","","","","","","","blob:","blob:","","","","","ok"
"blob:blob:https://example.org/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"blob","blob","","","","","","","","","blob:https://example.org/","blob:https://example.org/","","","","","ok"
"blob:about:blank","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"blob","blob","","","","","","","","","about:blank","about:blank","","","","","ok"
"blob:file://host/path","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"blob","blob","","","","","","","","","file://host/path","file://host/path","","","","","ok"
"blob:ftp://host/path","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"blob","blob","","","","","","","","","ftp://host/path","ftp://host/path","","","","","ok"
"blob:ws://example.org/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"blob","blob","","","","","","","","","ws://example.org/","ws://example.org/","","","","","ok"
"blob:wss://example.org/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"blob","blob","","","","","","","","","wss://example.org/","wss://example.org/","","","","","ok"
"blob:http%3a//example.org/","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"blob","blob","","","","","","","","","http%3a//example.org/","http%3a//example.org/","","","","","ok"
"http://0x7f.0.0.0x7g","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","0x7f.0.0.0x7g","0x7f.0.0.0x7g","","","/","/","","","","","warning-invalid-tld"
"http://0X7F.0.0.0X7G","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","0x7f.0.0.0x7g","0x7f.0.0.0x7g","","","/","/","","","","","warning-invalid-tld"
"http://[0:1:0:1:0:1:0:1]","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","[0:1:0:1:0:1:0:1]","[0:1:0:1:0:1:0:1]","","","/","/","","","","","ok"
"http://[1:0:1:0:1:0:1:0]","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","[1:0:1:0:1:0:1:0]","[1:0:1:0:1:0:1:0]","","","/","/","","","","","ok"
"http://example.org/test?""","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.org","example.org","","","/test","/test","%22","%22","","","ok"
"http://example.org/test?#","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.org","example.org","","","/test","/test","","","","","ok"
"http://example.org/test?<","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.org","example.org","","","/test","/test","%3C","%3C","","","ok"
"http://example.org/test?>","general",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"http","http","","","","","example.org","example.org","","","/test","/test","%3E","%3E","","","ok"
