"id","construct","input_json"
"idn-long-03","idn-overlong-label","""https://aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.com/"""
"idn-long-04","idn-overlong-label","""https://aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.com/"""
"idn-long-05","idn-overlong-label","""https://\u00e9\u00e9\u00e9\u00e9\u00e9\u00e9\u00e9\u00e9\u00e9\u00e9\u00e9\u00e9\u00e9\u00e9\u00e9\u00e9\u00e9\u00e9\u00e9\u00e9\u00e9\u00e9\u00e9\u00e9\u00e9\u00e9\u00e9\u00e9\u00e9\u00e9\u00e9\u00e9\u00e9\u00e9\u00e9\u00e9\u00e9\u00e9\u00e9\u00e9.com/"""
"known-div-01","known-divergent","""file://example.com/path"""
"known-div-02","known-divergent","""file:///c:/Windows/System32"""
"known-div-03","known-divergent","""https://\uffffy"""
"known-div-04","known-divergent","""http://foo.0XFfFfFfFfFfFfFfFfFfAcE123"""
"known-div-05","known-divergent","""http://0xffffffff.0/"""
"ext-wpt-fail-012","external-vector","""file://example:1/"""
"ext-wpt-fail-013","external-vector","""file://example:test/"""
"ext-wpt-fail-014","external-vector","""file://example%/"""
"ext-wpt-fail-015","external-vector","""file://[example]/"""
"ext-wpt-fail-016","external-vector","""http://user:pass@/"""
"ext-wpt-fail-017","external-vector","""http://foo:-80/"""
"ext-wpt-fail-018","external-vector","""http:/:@/www.example.com"""
"ext-wpt-fail-019","external-vector","""http://user@/www.example.com"""
"ext-wpt-fail-020","external-vector","""http:@/www.example.com"""
"ext-wpt-fail-021","external-vector","""http:/@/www.example.com"""
"ext-wpt-fail-022","external-vector","""http://@/www.example.com"""
"ext-wpt-fail-023","external-vector","""https:@/www.example.com"""
"ext-wpt-fail-024","external-vector","""http:a:b@/www.example.com"""
"ext-wpt-fail-025","external-vector","""http:/a:b@/www.example.com"""
"ext-wpt-fail-026","external-vector","""http://a:b@/www.example.com"""
"ext-wpt-fail-027","external-vector","""http::@/www.example.com"""
"ext-wpt-fail-028","external-vector","""http:@:www.example.com"""
"ext-wpt-fail-029","external-vector","""http:/@:www.example.com"""
"ext-wpt-fail-030","external-vector","""http://@:www.example.com"""
"ext-wpt-fail-038","external-vector","""https://\ufffd"""
"ext-wpt-fail-039","external-vector","""https://%EF%BF%BD"""
"ext-wpt-fail-050","external-vector","""https://x x:12"""
"ext-wpt-fail-051","external-vector","""http://[www.google.com]/"""
"ext-wpt-fail-069","external-vector","""sc://@/"""
"ext-wpt-fail-070","external-vector","""sc://te@s:t@/"""
"ext-wpt-fail-071","external-vector","""sc://:/"""
"ext-wpt-fail-072","external-vector","""sc://:12/"""
"ext-wpt-fail-074","external-vector","""sc://a b/"""
"ext-wpt-fail-075","external-vector","""sc://a<b"""
"ext-wpt-fail-076","external-vector","""sc://a>b"""
"ext-wpt-fail-077","external-vector","""sc://a[b/"""
"ext-wpt-fail-078","external-vector","""sc://a\\b/"""
"ext-wpt-fail-079","external-vector","""sc://a]b/"""
"ext-wpt-fail-080","external-vector","""sc://a^b"""
"ext-wpt-fail-081","external-vector","""sc://a|b/"""
"ext-wpt-fail-083","external-vector","""http://a\u0001b/"""
"ext-wpt-fail-084","external-vector","""http://a\u0002b/"""
"ext-wpt-fail-085","external-vector","""http://a\u0003b/"""
"ext-wpt-fail-086","external-vector","""http://a\u0004b/"""
"ext-wpt-fail-087","external-vector","""http://a\u0005b/"""
"ext-wpt-fail-088","external-vector","""http://a\u0006b/"""
"ext-wpt-fail-089","external-vector","""http://a\u0007b/"""
"ext-wpt-fail-090","external-vector","""http://a\bb/"""
"ext-wpt-fail-091","external-vector","""http://a\u000bb/"""
"ext-wpt-fail-092","external-vector","""http://a\fb/"""
"ext-wpt-fail-093","external-vector","""http://a\u000eb/"""
"ext-wpt-fail-094","external-vector","""http://a\u000fb/"""
"ext-wpt-fail-095","external-vector","""http://a\u0010b/"""
"ext-wpt-fail-096","external-vector","""http://a\u0011b/"""
"ext-wpt-fail-097","external-vector","""http://a\u0012b/"""
"ext-wpt-fail-098","external-vector","""http://a\u0013b/"""
"ext-wpt-fail-099","external-vector","""http://a\u0014b/"""
"ext-wpt-fail-100","external-vector","""http://a\u0015b/"""
"ext-wpt-fail-101","external-vector","""http://a\u0016b/"""
"ext-wpt-fail-102","external-vector","""http://a\u0017b/"""
"ext-wpt-fail-103","external-vector","""http://a\u0018b/"""
"ext-wpt-fail-104","external-vector","""http://a\u0019b/"""
"ext-wpt-fail-105","external-vector","""http://a\u001ab/"""
"ext-wpt-fail-106","external-vector","""http://a\u001bb/"""
"ext-wpt-fail-107","external-vector","""http://a\u001cb/"""
"ext-wpt-fail-108","external-vector","""http://a\u001db/"""
"ext-wpt-fail-109","external-vector","""http://a\u001eb/"""
"ext-wpt-fail-110","external-vector","""http://a\u001fb/"""
"ext-wpt-fail-111","external-vector","""http://a b/"""
"ext-wpt-fail-112","external-vector","""http://a%b/"""
"ext-wpt-fail-113","external-vector","""http://a<b"""
"ext-wpt-fail-114","external-vector","""http://a>b"""
"ext-wpt-fail-115","external-vector","""http://a[b/"""
"ext-wpt-fail-116","external-vector","""http://a]b/"""
"ext-wpt-fail-117","external-vector","""http://a^b"""
"ext-wpt-fail-118","external-vector","""http://a|b/"""
"ext-wpt-fail-119","external-vector","""http://a\u007fb/"""
"ext-wpt-fail-120","external-vector","""http://ho%00st/"""
"ext-wpt-fail-121","external-vector","""http://ho%01st/"""
"ext-wpt-fail-122","external-vector","""http://ho%02st/"""
"ext-wpt-fail-123","external-vector","""http://ho%03st/"""
"ext-wpt-fail-124","external-vector","""http://ho%04st/"""
"ext-wpt-fail-125","external-vector","""http://ho%05st/"""
"ext-wpt-fail-126","external-vector","""http://ho%06st/"""
"ext-wpt-fail-127","external-vector","""http://ho%07st/"""
"ext-wpt-fail-128","external-vector","""http://ho%08st/"""
"ext-wpt-fail-129","external-vector","""http://ho%09st/"""
"ext-wpt-fail-130","external-vector","""http://ho%0Ast/"""
"ext-wpt-fail-131","external-vector","""http://ho%0Bst/"""
"ext-wpt-fail-132","external-vector","""http://ho%0Cst/"""
"ext-wpt-fail-133","external-vector","""http://ho%0Dst/"""
"ext-wpt-fail-134","external-vector","""http://ho%0Est/"""
"ext-wpt-fail-135","external-vector","""http://ho%0Fst/"""
"ext-wpt-fail-136","external-vector","""http://ho%10st/"""
"ext-wpt-fail-137","external-vector","""http://ho%11st/"""
"ext-wpt-fail-138","external-vector","""http://ho%12st/"""
"ext-wpt-fail-139","external-vector","""http://ho%13st/"""
"ext-wpt-fail-140","external-vector","""http://ho%14st/"""
"ext-wpt-fail-141","external-vector","""http://ho%15st/"""
"ext-wpt-fail-142","external-vector","""http://ho%16st/"""
"ext-wpt-fail-143","external-vector","""http://ho%17st/"""
"ext-wpt-fail-144","external-vector","""http://ho%18st/"""
"ext-wpt-fail-145","external-vector","""http://ho%19st/"""
"ext-wpt-fail-146","external-vector","""http://ho%1Ast/"""
"ext-wpt-fail-147","external-vector","""http://ho%1Bst/"""
"ext-wpt-fail-148","external-vector","""http://ho%1Cst/"""
"ext-wpt-fail-149","external-vector","""http://ho%1Dst/"""
"ext-wpt-fail-150","external-vector","""http://ho%1Est/"""
"ext-wpt-fail-151","external-vector","""http://ho%1Fst/"""
"ext-wpt-fail-152","external-vector","""http://ho%20st/"""
"ext-wpt-fail-153","external-vector","""http://ho%23st/"""
"ext-wpt-fail-154","external-vector","""http://ho%25st/"""
"ext-wpt-fail-155","external-vector","""http://ho%2Fst/"""
"ext-wpt-fail-156","external-vector","""http://ho%3Ast/"""
"ext-wpt-fail-157","external-vector","""http://ho%3Cst/"""
"ext-wpt-fail-158","external-vector","""http://ho%3Est/"""
"ext-wpt-fail-159","external-vector","""http://ho%3Fst/"""
"ext-wpt-fail-160","external-vector","""http://ho%40st/"""
"ext-wpt-fail-161","external-vector","""http://ho%5Bst/"""
"ext-wpt-fail-162","external-vector","""http://ho%5Cst/"""
"ext-wpt-fail-163","external-vector","""http://ho%5Dst/"""
"ext-wpt-fail-164","external-vector","""http://ho%7Cst/"""
"ext-wpt-fail-165","external-vector","""http://ho%7Fst/"""
"ext-wpt-fail-166","external-vector","""ftp://example.com%80/"""
"ext-wpt-fail-167","external-vector","""ftp://example.com%A0/"""
"ext-wpt-fail-168","external-vector","""https://example.com%80/"""
"ext-wpt-fail-169","external-vector","""https://example.com%A0/"""
"ext-wpt-fail-177","external-vector","""https://0x100000000/test"""
"ext-wpt-fail-178","external-vector","""https://256.0.0.1/test"""
"ext-wpt-fail-179","external-vector","""file://%43%3A"""
"ext-wpt-fail-180","external-vector","""file://%43%7C"""
"ext-wpt-fail-181","external-vector","""file://%43|"""
"ext-wpt-fail-182","external-vector","""file://C%7C"""
"ext-wpt-fail-183","external-vector","""file://%43%7C/"""
"ext-wpt-fail-184","external-vector","""https://%43%7C/"""
"ext-wpt-fail-185","external-vector","""asdf://%43|/"""
"ext-wpt-fail-186","external-vector","""\\\\\\.\\Y:"""
"ext-wpt-fail-187","external-vector","""\\\\\\.\\y:"""
"ext-wpt-fail-189","external-vector","""https://[0::0::0]"""
"ext-wpt-fail-190","external-vector","""https://[0:.0]"""
"ext-wpt-fail-191","external-vector","""https://[0:0:]"""
"ext-wpt-fail-192","external-vector","""https://[0:1:2:3:4:5:6:7.0.0.0.1]"""
"ext-wpt-fail-193","external-vector","""https://[0:1.00.0.0.0]"""
"ext-wpt-fail-194","external-vector","""https://[0:1.290.0.0.0]"""
"ext-wpt-fail-195","external-vector","""https://[0:1.23.23]"""
"ext-wpt-fail-196","external-vector","""http://?"""
"ext-wpt-fail-197","external-vector","""http://#"""
"ext-wpt-fail-201","external-vector","""non-special://[:80/"""
"ext-wpt-fail-202","external-vector","""http://[::127.0.0.0.1]"""
"ext-wpt-fail-203","external-vector","""a"""
"ext-wpt-fail-204","external-vector","""a/"""
"ext-wpt-fail-205","external-vector","""a//"""
"ext-wpt-fail-208","external-vector","""file://\u00ad/p"""
"ext-wpt-fail-209","external-vector","""file://%C2%AD/p"""
"ext-wpt-fail-210","external-vector","""#"""
"ext-wpt-fail-211","external-vector","""?"""
"ext-wpt-fail-214","external-vector","""http://0..0x300/"""
"ext-wpt-fail-215","external-vector","""http://0..0x300./"""
"ext-wpt-fail-218","external-vector","""http://1.2.3.08"""
"ext-wpt-fail-219","external-vector","""http://1.2.3.08."""
"ext-wpt-fail-220","external-vector","""http://1.2.3.09"""
"ext-wpt-fail-221","external-vector","""http://09.2.3.4"""
"ext-wpt-fail-222","external-vector","""http://09.2.3.4."""
"ext-wpt-fail-223","external-vector","""http://01.2.3.4.5"""
"ext-wpt-fail-224","external-vector","""http://01.2.3.4.5."""
"ext-wpt-fail-225","external-vector","""http://0x100.2.3.4"""
"ext-wpt-fail-226","external-vector","""http://0x100.2.3.4."""
"ext-wpt-fail-227","external-vector","""http://0x1.2.3.4.5"""
"ext-wpt-fail-228","external-vector","""http://0x1.2.3.4.5."""
"ext-wpt-fail-229","external-vector","""http://foo.1.2.3.4"""
"ext-wpt-fail-230","external-vector","""http://foo.1.2.3.4."""
"ext-wpt-fail-231","external-vector","""http://foo.2.3.4"""
"ext-wpt-fail-232","external-vector","""http://foo.2.3.4."""
"ext-wpt-fail-233","external-vector","""http://foo.09"""
"ext-wpt-fail-234","external-vector","""http://foo.09."""
"ext-wpt-fail-235","external-vector","""http://foo.0x4"""
"ext-wpt-fail-236","external-vector","""http://foo.0x4."""
"ext-wpt-fail-237","external-vector","""http://0999999999999999999/"""
"ext-wpt-fail-238","external-vector","""http://foo.0x"""
"ext-wpt-fail-239","external-vector","""http://foo.0XFfFfFfFfFfFfFfFfFfAcE123"""
"ext-wpt-fail-240","external-vector","""http://\ud83d\udca9.123/"""
"ext-wpt-fail-242","external-vector","""https://\uffffy"""
"ext-wpt-fail-243","external-vector",""""""
"ext-wpt-fail-244","external-vector","""https://\u00ad/"""
"ext-wpt-fail-245","external-vector","""https://%C2%AD/"""
"ext-wpt-fail-246","external-vector","""data://:443"""
"ext-wpt-fail-247","external-vector","""data://test:test"""
"ext-wpt-fail-248","external-vector","""data://[:1]"""
"ext-wpt-fail-249","external-vector","""javascript://:443"""
"ext-wpt-fail-250","external-vector","""javascript://test:test"""
"ext-wpt-fail-251","external-vector","""javascript://[:1]"""
"ext-wpt-fail-252","external-vector","""mailto://:443"""
"ext-wpt-fail-253","external-vector","""mailto://test:test"""
"ext-wpt-fail-254","external-vector","""mailto://[:1]"""
"ext-wpt-fail-255","external-vector","""intent://:443"""
"ext-wpt-fail-256","external-vector","""intent://test:test"""
"ext-wpt-fail-257","external-vector","""intent://[:1]"""
"ext-wpt-fail-258","external-vector","""urn://:443"""
"ext-wpt-fail-259","external-vector","""urn://test:test"""
"ext-wpt-fail-260","external-vector","""urn://[:1]"""
"ext-wpt-fail-261","external-vector","""turn://:443"""
"ext-wpt-fail-262","external-vector","""turn://test:test"""
"ext-wpt-fail-263","external-vector","""turn://[:1]"""
"ext-wpt-fail-264","external-vector","""stun://:443"""
"ext-wpt-fail-265","external-vector","""stun://test:test"""
"ext-wpt-fail-266","external-vector","""stun://[:1]"""
"ext-wpt-fail-267","external-vector","""non-special://host\\a"""
"ext-ipobf-001","external-vector","""http://0x7f.0x0.0x0.0x1/"""
"ext-ipobf-002","external-vector","""http://0x7f.0x00.0x00.0x01/"""
"ext-ipobf-003","external-vector","""http://0x7f.1/"""
"ext-ipobf-004","external-vector","""http://0x7f.00.0.1/"""
"ext-ipobf-005","external-vector","""http://0x7f.256/"""
"ext-ipobf-006","external-vector","""http://0177.00.00.01/"""
"ext-ipobf-007","external-vector","""http://0177.000.0000.00001/"""
"ext-ipobf-008","external-vector","""http://0177.0x0.1/"""
"ext-ipobf-009","external-vector","""http://127.1/"""
"ext-ipobf-010","external-vector","""http://127.0.1/"""
"ext-ipobf-011","external-vector","""http://127\u30020\u30020\u30021/"""
"ext-ipobf-012","external-vector","""http://127\uff0e0\uff0e0\uff0e1/"""
"ext-ipobf-013","external-vector","""http://127\uff610\uff610\uff611/"""
"ext-ipobf-014","external-vector","""http://0xa9fea9fe/"""
"ext-ipobf-015","external-vector","""http://0xa9.0xfe.0xa9.0xfe/"""
"ext-ipobf-016","external-vector","""http://2852039166/"""
"ext-ipobf-017","external-vector","""http://0251.0376.0251.0376/"""
"ext-ipobf-018","external-vector","""http://0xa9.254.0xa9.0376/"""
"ext-ipobf-019","external-vector","""http://[::ffff:127.0.0.1]/"""
"ext-ipobf-020","external-vector","""http://[::127.0.0.1]/"""
"ext-ipobf-021","external-vector","""http://256.256.256.1/"""
"ext-ipobf-022","external-vector","""http://0xffffffff.0/"""
"ext-ipobf-023","external-vector","""http://6442450945/"""
"ext-ipobf-024","external-vector","""http://[::ffff:127.0.0.1%2523]/"""
"ext-ada-003","external-vector","""https://lemire.me/\u00e9cole"""
"ext-ada-004","external-vector","""http://./"""
"ext-ada-005","external-vector","""example.com`x.example.com"""
"ext-ada-006","external-vector","""http://Ya\u011f\u0131z.com"""
"ext-ada-007","external-vector","""fs:/hello.eth"""
"ext-ada-008","external-vector","""http://///\\'"""
"ext-ada-010","external-vector","""http://[0:0:0:0:0:0:0:0"""
"ext-ada-011","external-vector","""http://0:0:0:0:0:0:0:0]"""
"ext-ada-012","external-vector","""mailto:a@b.com"""
"ext-ada-013","external-vector","""scheme:example.com"""
"ext-ada-014","external-vector","""scheme:example.com/path"""
"ext-ada-015","external-vector","""scheme://example.com:-1"""
"ext-ada-016","external-vector","""scheme://example.com:+1"""
"ext-ada-017","external-vector","""sch\u00e9me://example.com"""
"ext-ada-018","external-vector","""scheme://username@@@@example.com"""
"ext-ada-019","external-vector","""file://localhost/path/to/file.txt"""
"ext-ada-020","external-vector","""file://localhost:8098/path/to/file.txt"""
"ext-ada-021","external-vector","""data:space    ?test#test"""
"ext-ada-022","external-vector","""https://example.com/\""quoted\"""""
"ext-ada-023","external-vector","""a:b#"""
"ext-ada-dns-001","external-vector","""http://lorenlorenlorenlorenlorenlorenlorenlorenlorenlorenlorenlorenlore.com"""
"ext-ada-dns-002","external-vector","""http://br.lorenlorenlorenlorenlorenlorenlorenlorenlorenlorenlorenlorenlore.org/"""
"ext-ada-dns-003","external-vector","""http://exampleexampleexampleexampleexampleexampleexampleexampleexampleexample.lorenlorenlorenlorenlorenlorenlorenlorenlorenlorenlorenlorenlore.org.br/"""
"ext-ada-dns-004","external-vector","""http://br.exampleexampleexampleexampleexampleexampleexampleexampleexampleexample.lorenlorenlorenlorenlorenlorenlorenlorenlorenlorenlorenlorenlore"""
"ext-ada-dns-005","external-vector","""http://example..com.br"""
"ext-ada-dns-006","external-vector","""http://example.com.br.."""
"ext-ada-dns-007","external-vector","""http://example.com.br...."""
"ext-ada-dns-008","external-vector","""http://.example.com.br"""
"ext-ada-dns-009","external-vector","""http://example.com..br"""
"ext-ada-dns-010","external-vector","""http://example.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br"""
"ext-ada-dns-011","external-vector","""http://example.com."""
"ext-ada-dns-012","external-vector","""http://example.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.comm.br."""
"ext-ada-dns-013","external-vector","""http://example.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.comm.br"""
"ext-ada-dns-014","external-vector","""http://example.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.comm.br."""
"ext-ada-dns-015","external-vector","""http://aaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaa.com"""
"ext-ada-dns-016","external-vector","""http://example.com."""
"ext-ada-dns-017","external-vector","""http://example.com./"""
"ext-yal-001","external-vector","""http://google.com:80\\@yahoo.com"""
"ext-yal-002","external-vector","""https://user:pass@xdavidhu.me\test.corp.google.com"""
"ext-yal-003","external-vector","""http://127.0.0.\r\n1:6379?SET\r\ntest\r\nfailure12:80"""
"ext-yal-004","external-vector","""https:/\\/\\/\\github.com/foo/bar"""
"ext-yal-005","external-vector","""http://\u30d2:\u30ad@\u30d2.abc.\u30cb/\u30d2"""
"ext-yal-006","external-vector","""https:///evil.com"""
"ext-yal-007","external-vector","""http://example.com:80\\@localhost:8080/secret.txt"""
"ext-yal-008","external-vector","""foo://///////bar.com/"""
"ext-yal-009","external-vector","""www.php.net:80/index.php?test=1"""
"ext-eq-U2","external-vector","""https://n.pr\\@e.gg"""
"ext-eq-U3","external-vector","""https://n.pr][e.gg"""
"ext-eq-U4","external-vector","""https://n.pr#@e.gg"""
"ext-eq-U5","external-vector","""https://n.pr%2ee.gg"""
"ext-eq-U6","external-vector","""https://n.pr\ne.gg"""
"ext-eq-U8","external-vector","""https://n.pr\u0130@e.gg"""
"ext-eq-gsb","external-vector","""https://malware.testing.google.test/testing/malware/*"""
"ext-eq-pe1","external-vector","""http://letsencrypt.org%2F@malware.testing.google.test/testing/malware/*"""
"ext-eq-pe2","external-vector","""http://letsencrypt.org%5C@malware.testing.google.test/testing/malware/*"""
"ext-eq-bs","external-vector","""https://malware.testing.google.test\\testing\\malware\\*@letsencrypt.org"""
