"input","axis","source_reference","parser","status","scheme","host","port","path","query","fragment"
"scheme://example.com:+1","ext-ada-extra-urltestdata","ada-url/ada tests/wpt/ada_extra_urltestdata.json (Apache-2.0, Copyright 2023 Yagiz Nizipli and Daniel Lemire)","rurl(rfc3986)","error","","","","/","",""
"schéme://example.com","ext-ada-extra-urltestdata","ada-url/ada tests/wpt/ada_extra_urltestdata.json (Apache-2.0, Copyright 2023 Yagiz Nizipli and Daniel Lemire)","rurl(rfc3986)","error","","","","/","",""
"scheme://username@@@@example.com","ext-ada-extra-urltestdata","ada-url/ada tests/wpt/ada_extra_urltestdata.json (Apache-2.0, Copyright 2023 Yagiz Nizipli and Daniel Lemire)","rurl(rfc3986)","error","","","","/","",""
"file://localhost/path/to/file.txt","ext-ada-extra-urltestdata","ada-url/ada tests/wpt/ada_extra_urltestdata.json (Apache-2.0, Copyright 2023 Yagiz Nizipli and Daniel Lemire)","rurl(rfc3986)","ok","file","","","/path/to/file.txt","",""
"file://localhost:8098/path/to/file.txt","ext-ada-extra-urltestdata","ada-url/ada tests/wpt/ada_extra_urltestdata.json (Apache-2.0, Copyright 2023 Yagiz Nizipli and Daniel Lemire)","rurl(rfc3986)","error","","","","/","",""
"data:space    ?test#test","ext-ada-extra-urltestdata","ada-url/ada tests/wpt/ada_extra_urltestdata.json (Apache-2.0, Copyright 2023 Yagiz Nizipli and Daniel Lemire)","rurl(rfc3986)","error","","","","/","",""
"https://example.com/""quoted""","ext-ada-extra-urltestdata","ada-url/ada tests/wpt/ada_extra_urltestdata.json (Apache-2.0, Copyright 2023 Yagiz Nizipli and Daniel Lemire)","rurl(rfc3986)","ok","https","example.com","","/""quoted""","",""
"a:b#","ext-ada-extra-urltestdata","ada-url/ada tests/wpt/ada_extra_urltestdata.json (Apache-2.0, Copyright 2023 Yagiz Nizipli and Daniel Lemire)","rurl(rfc3986)","error","","","","/","",""
"http://lorenlorenlorenlorenlorenlorenlorenlorenlorenlorenlorenlorenlore.com","ext-ada-verifydnslength","ada-url/ada tests/wpt/verifydnslength_tests.json (Apache-2.0, Copyright 2023 Yagiz Nizipli and Daniel Lemire); tests Ada's OPTIONAL verify_dns_length (RFC 1035 S2.3.4), NOT the WHATWG URL Standard default (VerifyDnsLength=false)","rurl(rfc3986)","warning-invalid-tld","http","lorenlorenlorenlorenlorenlorenlorenlorenlorenlorenlorenlorenlore.com","","/","",""
"http://br.lorenlorenlorenlorenlorenlorenlorenlorenlorenlorenlorenlorenlore.org/","ext-ada-verifydnslength","ada-url/ada tests/wpt/verifydnslength_tests.json (Apache-2.0, Copyright 2023 Yagiz Nizipli and Daniel Lemire); tests Ada's OPTIONAL verify_dns_length (RFC 1035 S2.3.4), NOT the WHATWG URL Standard default (VerifyDnsLength=false)","rurl(rfc3986)","warning-invalid-tld","http","br.lorenlorenlorenlorenlorenlorenlorenlorenlorenlorenlorenlorenlore.org","","/","",""
"http://exampleexampleexampleexampleexampleexampleexampleexampleexampleexample.lorenlorenlorenlorenlorenlorenlorenlorenlorenlorenlorenlorenlore.org.br/","ext-ada-verifydnslength","ada-url/ada tests/wpt/verifydnslength_tests.json (Apache-2.0, Copyright 2023 Yagiz Nizipli and Daniel Lemire); tests Ada's OPTIONAL verify_dns_length (RFC 1035 S2.3.4), NOT the WHATWG URL Standard default (VerifyDnsLength=false)","rurl(rfc3986)","warning-invalid-tld","http","exampleexampleexampleexampleexampleexampleexampleexampleexampleexample.lorenlorenlorenlorenlorenlorenlorenlorenlorenlorenlorenlorenlore.org.br","","/","",""
"http://br.exampleexampleexampleexampleexampleexampleexampleexampleexampleexample.lorenlorenlorenlorenlorenlorenlorenlorenlorenlorenlorenlorenlore","ext-ada-verifydnslength","ada-url/ada tests/wpt/verifydnslength_tests.json (Apache-2.0, Copyright 2023 Yagiz Nizipli and Daniel Lemire); tests Ada's OPTIONAL verify_dns_length (RFC 1035 S2.3.4), NOT the WHATWG URL Standard default (VerifyDnsLength=false)","rurl(rfc3986)","warning-invalid-tld","http","br.exampleexampleexampleexampleexampleexampleexampleexampleexampleexample.lorenlorenlorenlorenlorenlorenlorenlorenlorenlorenlorenlorenlore","","/","",""
"http://example..com.br","ext-ada-verifydnslength","ada-url/ada tests/wpt/verifydnslength_tests.json (Apache-2.0, Copyright 2023 Yagiz Nizipli and Daniel Lemire); tests Ada's OPTIONAL verify_dns_length (RFC 1035 S2.3.4), NOT the WHATWG URL Standard default (VerifyDnsLength=false)","rurl(rfc3986)","warning-invalid-tld","http","example..com.br","","/","",""
"http://example.com.br..","ext-ada-verifydnslength","ada-url/ada tests/wpt/verifydnslength_tests.json (Apache-2.0, Copyright 2023 Yagiz Nizipli and Daniel Lemire); tests Ada's OPTIONAL verify_dns_length (RFC 1035 S2.3.4), NOT the WHATWG URL Standard default (VerifyDnsLength=false)","rurl(rfc3986)","warning-invalid-tld","http","example.com.br..","","/","",""
"http://example.com.br....","ext-ada-verifydnslength","ada-url/ada tests/wpt/verifydnslength_tests.json (Apache-2.0, Copyright 2023 Yagiz Nizipli and Daniel Lemire); tests Ada's OPTIONAL verify_dns_length (RFC 1035 S2.3.4), NOT the WHATWG URL Standard default (VerifyDnsLength=false)","rurl(rfc3986)","warning-invalid-tld","http","example.com.br....","","/","",""
"http://.example.com.br","ext-ada-verifydnslength","ada-url/ada tests/wpt/verifydnslength_tests.json (Apache-2.0, Copyright 2023 Yagiz Nizipli and Daniel Lemire); tests Ada's OPTIONAL verify_dns_length (RFC 1035 S2.3.4), NOT the WHATWG URL Standard default (VerifyDnsLength=false)","rurl(rfc3986)","warning-invalid-tld","http",".example.com.br","","/","",""
"http://example.com..br","ext-ada-verifydnslength","ada-url/ada tests/wpt/verifydnslength_tests.json (Apache-2.0, Copyright 2023 Yagiz Nizipli and Daniel Lemire); tests Ada's OPTIONAL verify_dns_length (RFC 1035 S2.3.4), NOT the WHATWG URL Standard default (VerifyDnsLength=false)","rurl(rfc3986)","warning-invalid-tld","http","example.com..br","","/","",""
"http://example.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br","ext-ada-verifydnslength","ada-url/ada tests/wpt/verifydnslength_tests.json (Apache-2.0, Copyright 2023 Yagiz Nizipli and Daniel Lemire); tests Ada's OPTIONAL verify_dns_length (RFC 1035 S2.3.4), NOT the WHATWG URL Standard default (VerifyDnsLength=false)","rurl(rfc3986)","warning-invalid-tld","http","example.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br","","/","",""
"http://example.com.","ext-ada-verifydnslength","ada-url/ada tests/wpt/verifydnslength_tests.json (Apache-2.0, Copyright 2023 Yagiz Nizipli and Daniel Lemire); tests Ada's OPTIONAL verify_dns_length (RFC 1035 S2.3.4), NOT the WHATWG URL Standard default (VerifyDnsLength=false)","rurl(rfc3986)","ok","http","example.com.","","/","",""
"http://example.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.comm.br.","ext-ada-verifydnslength","ada-url/ada tests/wpt/verifydnslength_tests.json (Apache-2.0, Copyright 2023 Yagiz Nizipli and Daniel Lemire); tests Ada's OPTIONAL verify_dns_length (RFC 1035 S2.3.4), NOT the WHATWG URL Standard default (VerifyDnsLength=false)","rurl(rfc3986)","ok","http","example.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.comm.br.","","/","",""
"http://example.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.comm.br","ext-ada-verifydnslength","ada-url/ada tests/wpt/verifydnslength_tests.json (Apache-2.0, Copyright 2023 Yagiz Nizipli and Daniel Lemire); tests Ada's OPTIONAL verify_dns_length (RFC 1035 S2.3.4), NOT the WHATWG URL Standard default (VerifyDnsLength=false)","rurl(rfc3986)","ok","http","example.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.com.br.comm.br","","/","",""
"http://aaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaa.com","ext-ada-verifydnslength","ada-url/ada tests/wpt/verifydnslength_tests.json (Apache-2.0, Copyright 2023 Yagiz Nizipli and Daniel Lemire); tests Ada's OPTIONAL verify_dns_length (RFC 1035 S2.3.4), NOT the WHATWG URL Standard default (VerifyDnsLength=false)","rurl(rfc3986)","ok","http","aaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa.aaaaaaaaaaaaaaaaaaaa.com","","/","",""
"http://google.com:80\@yahoo.com","ext-youarealiar","Ajmani et al., 'yoU aRe a Liar', SecWeb 2022, hostname confusion (backslash before @); bytes verified vs wspr-ncsu/urlparsing-framework (BSD-3-Clause)","rurl(rfc3986)","ok","http","yahoo.com","","/","",""
"https://user:pass@xdavidhu.me	est.corp.google.com","ext-youarealiar","Ajmani et al., 'yoU aRe a Liar', SecWeb 2022, control-character confusion (literal TAB 0x09 in host); bytes verified vs wspr-ncsu/urlparsing-framework (BSD-3-Clause)","rurl(rfc3986)","error","","","","/","",""
"http://127.0.0.
1:6379?SET
test
failure12:80","ext-youarealiar","Ajmani et al., 'yoU aRe a Liar', SecWeb 2022, control-character confusion (literal CR LF in host; CRLF/SSRF-redis); bytes verified vs wspr-ncsu/urlparsing-framework (BSD-3-Clause)","rurl(rfc3986)","error","","","","/","",""
"https:/\/\/\github.com/foo/bar","ext-youarealiar","Ajmani et al., 'yoU aRe a Liar', SecWeb 2022, backslash confusion (mixed //\ before host); bytes verified vs wspr-ncsu/urlparsing-framework (BSD-3-Clause)","rurl(rfc3986)","error","","","","/","",""
"http://ヒ:キ@ヒ.abc.ニ/ヒ","ext-youarealiar","Ajmani et al., 'yoU aRe a Liar', SecWeb 2022, encoding confusion (non-ASCII host, IDNA); bytes verified vs wspr-ncsu/urlparsing-framework (BSD-3-Clause)","rurl(rfc3986)","warning-invalid-tld","http","ヒ.abc.ニ","","/ヒ","",""
"https:///evil.com","ext-youarealiar","Ajmani et al., 'yoU aRe a Liar', SecWeb 2022, slash confusion (empty authority, special scheme); bytes verified vs wspr-ncsu/urlparsing-framework (BSD-3-Clause)","rurl(rfc3986)","ok","https","evil.com","","/","",""
"http://example.com:80\@localhost:8080/secret.txt","ext-youarealiar","Ajmani et al., 'yoU aRe a Liar', SecWeb 2022, backslash/hostname confusion (validation vs fetch split); bytes verified vs wspr-ncsu/urlparsing-framework (BSD-3-Clause)","rurl(rfc3986)","warning-no-tld","http","localhost","8080","/secret.txt","",""
"foo://///////bar.com/","ext-youarealiar","Ajmani et al., 'yoU aRe a Liar', SecWeb 2022, slash confusion (many slashes, non-special scheme); bytes verified vs wspr-ncsu/urlparsing-framework (BSD-3-Clause)","rurl(rfc3986)","error","","","","/","",""
"www.php.net:80/index.php?test=1","ext-youarealiar","Ajmani et al., 'yoU aRe a Liar', SecWeb 2022, scheme confusion (dotted token before colon); bytes verified vs wspr-ncsu/urlparsing-framework (BSD-3-Clause)","rurl(rfc3986)","error","","","","/","",""
"https://n.pr\@e.gg","ext-equivocal-urls","Reynolds et al., 'Equivocal URLs', ESORICS 2022, Pitfall 2 (Backslash Correction), Table 3 U2 (no artifact released; hand-transcribed from the paper PDF text layer)","rurl(rfc3986)","ok","https","e.gg","","/","",""
"https://n.pr][e.gg","ext-equivocal-urls","Reynolds et al., 'Equivocal URLs', ESORICS 2022, Pitfall 4 (IPv6+ Address Syntax), Table 3 U3 (no artifact released; hand-transcribed from the paper PDF text layer)","rurl(rfc3986)","error","","","","/","",""
"https://n.pr#@e.gg","ext-equivocal-urls","Reynolds et al., 'Equivocal URLs', ESORICS 2022, Pitfall 7 (Illegal Extra Delimiters), Table 3 U4 (no artifact released; hand-transcribed from the paper PDF text layer)","rurl(rfc3986)","ok","https","n.pr","","/","","@e.gg"
"https://n.pr%2ee.gg","ext-equivocal-urls","Reynolds et al., 'Equivocal URLs', ESORICS 2022, Pitfall 3 (Overeager Percent Decoding), Table 3 U5 (no artifact released; hand-transcribed from the paper PDF text layer)","rurl(rfc3986)","ok","https","n.pr.e.gg","","/","",""
"https://n.pr
e.gg","ext-equivocal-urls","Reynolds et al., 'Equivocal URLs', ESORICS 2022, Pitfall 6 (Low ASCII Bytes), Table 3 U6 (no artifact released; hand-transcribed from the paper PDF text layer)","rurl(rfc3986)","error","","","","/","",""
"https://n.prİ@e.gg","ext-equivocal-urls","Reynolds et al., 'Equivocal URLs', ESORICS 2022, Pitfall 5 (Automatic Punycode Conversion), Table 3 U8 (no artifact released; hand-transcribed from the paper PDF text layer)","rurl(rfc3986)","ok","https","e.gg","","/","",""
"https://malware.testing.google.test/testing/malware/*","ext-equivocal-urls","Reynolds et al., 'Equivocal URLs', ESORICS 2022, Section 6.2 (GSB test vector) (no artifact released; hand-transcribed from the paper PDF text layer)","rurl(rfc3986)","warning-invalid-tld","https","malware.testing.google.test","","/testing/malware/*","",""
"http://letsencrypt.org%2F@malware.testing.google.test/testing/malware/*","ext-equivocal-urls","Reynolds et al., 'Equivocal URLs', ESORICS 2022, Section 6.2 (GSB API/web evasion via Pitfall 3) (no artifact released; hand-transcribed from the paper PDF text layer)","rurl(rfc3986)","warning-invalid-tld","http","malware.testing.google.test","","/testing/malware/*","",""
"http://letsencrypt.org%5C@malware.testing.google.test/testing/malware/*","ext-equivocal-urls","Reynolds et al., 'Equivocal URLs', ESORICS 2022, Section 6.2 (GSB API evasion via backslash correction) (no artifact released; hand-transcribed from the paper PDF text layer)","rurl(rfc3986)","warning-invalid-tld","http","malware.testing.google.test","","/testing/malware/*","",""
"https://malware.testing.google.test\testing\malware\*@letsencrypt.org","ext-equivocal-urls","Reynolds et al., 'Equivocal URLs', ESORICS 2022, Section 6.2 (GSB web-interface evasion via backslash correction) (no artifact released; hand-transcribed from the paper PDF text layer)","rurl(rfc3986)","ok","https","letsencrypt.org","","/","",""
"http://ex.com/%41%42","pct-unreserved","RFC 3986 S2.3 / WHATWG S1.3 (unreserved should decode)","rurl(whatwg)","ok","http","ex.com","","/%41%42","",""
"http://ex.com/a%2Fb","pct-reserved","RFC 3986 S2.2 (reserved slash stays data)","rurl(whatwg)","ok","http","ex.com","","/a%2Fb","",""
"http://2130706433/","ipv4-whole-decimal","WHATWG host parser (=127.0.0.1); RFC reg-name","rurl(whatwg)","ok","http","127.0.0.1","","/","",""
"http://0x7f.0.0.1/","ipv4-hex","WHATWG IPv4 parser hex form","rurl(whatwg)","ok","http","127.0.0.1","","/","",""
"http://0177.0.0.1/","ipv4-octal","WHATWG IPv4 parser octal form","rurl(whatwg)","ok","http","127.0.0.1","","/","",""
"http://127.1/","ipv4-short-form","WHATWG IPv4 short form (=127.0.0.1)","rurl(whatwg)","ok","http","127.0.0.1","","/","",""
"http://999999999999/","ipv4-overflow","WHATWG host parser MUST reject (out of range)","rurl(whatwg)","error","","","","/","",""
"http://example.com./","host-trailing-dot","RFC 3986 reg-name / WHATWG host","rurl(whatwg)","ok","http","example.com.","","/","",""
"http:\\example.com\a","backslash-as-slash","WHATWG special-scheme treats \ as /; RFC rejects","rurl(whatwg)","ok","http","example.com","","/a","",""
"http://ex.com:80/","default-port-elision","Default port for http elided by WHATWG serializer","rurl(whatwg)","ok","http","ex.com","80","/","",""
"http://münchen.de/","idn-unicode-host","IDNA / Punycode host rendering","rurl(whatwg)","ok","http","münchen.de","","/","",""
"http://xn--mnchen-3ya.de/","idn-punycode-host","IDNA / Punycode host rendering","rurl(whatwg)","ok","http","xn--mnchen-3ya.de","","/","",""
"http://ex.com/a/./b/../c","dot-segment","RFC 3986 S5.2.4 / WHATWG remove-dot-segments","rurl(whatwg)","ok","http","ex.com","","/a/c","",""
"http://ex.com","empty-path","Empty path vs '/' normalization","rurl(whatwg)","ok","http","ex.com","","/","",""
"http://www.ex.com/","www-prefix","www prefix handling","rurl(whatwg)","ok","http","www.ex.com","","/","",""
"http://user:pass@ex.com/","userinfo","userinfo component handling","rurl(whatwg)","ok","http","ex.com","","/","",""
"http://ex	ample.com/","c0-tab","WHATWG strips ASCII tab/CR/LF; rurl rejects (ADR 0004 boundary)","rurl(whatwg)","ok","http","example.com","","/","",""
"http://ex.com/a%3Fb","pct-reserved","RFC 3986 S2.2","rurl(whatwg)","ok","http","ex.com","","/a%3Fb","",""
"http://ex.com/a%23b","pct-reserved","RFC 3986 S2.2","rurl(whatwg)","ok","http","ex.com","","/a%23b","",""
"http://ex.com/%7euser","pct-unreserved","RFC 3986 S2.3","rurl(whatwg)","ok","http","ex.com","","/%7Euser","",""
"http://ex.com/%4a%6A","pct-unreserved","RFC 3986 S6.2.2.1/S6.2.2.2","rurl(whatwg)","ok","http","ex.com","","/%4A%6A","",""
"http://ex.com/%2e%2e/a","dot-segment","RFC 3986 S6.2.2.2 + S5.2.4","rurl(whatwg)","ok","http","ex.com","","/a","",""
"http://ex.com/a/%2E./b","dot-segment","PRD SS6.1","rurl(whatwg)","ok","http","ex.com","","/b","",""
"http://ex.com/a/.%2e/b","dot-segment","PRD SS6.1","rurl(whatwg)","ok","http","ex.com","","/b","",""
"http://ex.com/%2e/a","dot-segment","PRD SS6.1","rurl(whatwg)","ok","http","ex.com","","/a","",""
"http://ex.com/a/../b/./c","dot-segment","RFC 3986 S5.2.4","rurl(whatwg)","ok","http","ex.com","","/b/c","",""
"http://ex.com/caf%C3%A9","non-ascii-path","RFC 3986 S2.3 (non-ASCII bytes are not unreserved)","rurl(whatwg)","ok","http","ex.com","","/caf%C3%A9","",""
"http://ex.com/%20foo","space-in-path","RFC 3986 S2.3 (space is not unreserved)","rurl(whatwg)","ok","http","ex.com","","/%20foo","",""
"http://127.0.0.1/","ipv4-canonical","RFC 3986 S3.2.2 IPv4address","rurl(whatwg)","ok","http","127.0.0.1","","/","",""
"http://256/","ipv4-whole-decimal","WPT web-platform-tests/wpt url/resources/urltestdata.json: input=""http://256""","rurl(whatwg)","ok","http","0.0.1.0","","/","",""
"http://999999999/","ipv4-whole-decimal","WPT urltestdata.json: input=""http://999999999""","rurl(whatwg)","ok","http","59.154.201.255","","/","",""
"http://4294967295/","ipv4-whole-decimal","WPT urltestdata.json: input=""http://4294967295""","rurl(whatwg)","ok","http","255.255.255.255","","/","",""
"http://4294967296/","ipv4-whole-decimal","WPT urltestdata.json: input=""http://4294967296"" (failure: true)","rurl(whatwg)","error","","","","/","",""
"http://0/","ipv4-whole-decimal","WHATWG URL Standard IPv4 parser","rurl(whatwg)","ok","http","0.0.0.0","","/","",""
"http://0x7f000001/","ipv4-hex","RFC 3986 S3.2.2 reg-name","rurl(whatwg)","ok","http","127.0.0.1","","/","",""
"http://0xffffffff/","ipv4-hex","WPT urltestdata.json: input=""http://0xffffffff""","rurl(whatwg)","ok","http","255.255.255.255","","/","",""
"http://0xffffffff1/","ipv4-hex","WPT urltestdata.json: input=""http://0xffffffff1"" (failure: true)","rurl(whatwg)","error","","","","/","",""
"http://017700000001/","ipv4-octal","RFC 3986 S3.2.2 reg-name","rurl(whatwg)","ok","http","127.0.0.1","","/","",""
"http://192.168.010.1/","ipv4-octal","RFC 3986 S3.2.2 reg-name","rurl(whatwg)","ok","http","192.168.8.1","","/","",""
"http://00.00.00.00/","ipv4-octal","WPT urltestdata.json: input=""https://00.00.00.00""","rurl(whatwg)","ok","http","0.0.0.0","","/","",""
"http://0000000000000000000000000000000000000000177.0.0.1/","ipv4-octal","WPT urltestdata.json: input=""https://0000...177.0.0.1""","rurl(whatwg)","ok","http","127.0.0.1","","/","",""
"http://1.2.3.08/","ipv4-octal","WPT urltestdata.json: input=""http://1.2.3.08"" (failure: true)","rurl(whatwg)","error","","","","/","",""
"http://09.2.3.4/","ipv4-octal","WPT urltestdata.json: input=""http://09.2.3.4"" (failure: true)","rurl(whatwg)","error","","","","/","",""
"http://192.168/","ipv4-short-form","RFC 3986 S3.2.2 reg-name","rurl(whatwg)","ok","http","192.0.0.168","","/","",""
"http://192.168.257/","ipv4-short-form","WPT urltestdata.json: input=""http://192.168.257""","rurl(whatwg)","ok","http","192.168.1.1","","/","",""
"http://256.1.1.1/","ipv4-overflow","RFC 3986 S3.2.2 reg-name","rurl(whatwg)","error","","","","/","",""
"http://192.168.0.257/","ipv4-overflow","WPT urltestdata.json: input=""http://192.168.0.257"" (failure: true)","rurl(whatwg)","error","","","","/","",""
"http://1.2.3.4.5/","ipv4-over-arity","RFC 3986 S3.2.2 reg-name","rurl(whatwg)","error","","","","/","",""
"http://ex.com/./g","dot-segment","RFC 3986 S5.4 (abnormal example: absolute-path reference skips merge per S5.3, so remove_dot_segments applies directly)","rurl(whatwg)","ok","http","ex.com","","/g","",""
"http://ex.com/../g","dot-segment","RFC 3986 S5.4 (abnormal example: absolute-path reference skips merge per S5.3, so remove_dot_segments applies directly)","rurl(whatwg)","ok","http","ex.com","","/g","",""
"http://foo.09","other","WPT urltestdata.json: input=""http://foo.09"" (failure: true)","rurl(whatwg)","error","","","","/","",""
"http://foo.0x4","other","WPT urltestdata.json: input=""http://foo.0x4"" (failure: true)","rurl(whatwg)","error","","","","/","",""
"http://0x1.2.3.4.5","other","WPT urltestdata.json: input=""http://0x1.2.3.4.5"" (failure: true)","rurl(whatwg)","error","","","","/","",""
"http://1.2.3.08","other","WPT urltestdata.json: input=""http://1.2.3.08"" (failure: true)","rurl(whatwg)","error","","","","/","",""
"http://a!b.example.com/","other","WHATWG host parsing (ada-confirmed); RURL-dxwxeamq / ADR 0009","rurl(whatwg)","warning-invalid-tld","http","a!b.example.com","","/","",""
"http://a'b.example.com/","other","WHATWG host parsing (ada-confirmed); RURL-dxwxeamq / ADR 0009 (ada-008 boundary RURL-ffrkfdcq)","rurl(whatwg)","warning-invalid-tld","http","a'b.example.com","","/","",""
"http://a+b.example.com/","other","WHATWG host parsing (ada-confirmed); RURL-dxwxeamq / ADR 0009","rurl(whatwg)","warning-invalid-tld","http","a+b.example.com","","/","",""
"http://a=b.example.com/","other","WHATWG host parsing (ada-confirmed); RURL-dxwxeamq / ADR 0009","rurl(whatwg)","warning-invalid-tld","http","a=b.example.com","","/","",""
"http://a;b.example.com/","other","WHATWG host parsing (ada-confirmed); RURL-dxwxeamq / ADR 0009","rurl(whatwg)","warning-invalid-tld","http","a;b.example.com","","/","",""
"http://ex.com%60x.example.com/","other","WHATWG host parser percent-decodes before forbidden-code-point checks; RURL-rgjpcbuk","rurl(whatwg)","warning-invalid-tld","http","ex.com`x.example.com","","/","",""
"file://example:1/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(whatwg)","error","","","","/","",""
"file://example:test/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(whatwg)","error","","","","/","",""
"file://example%/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(whatwg)","error","","","","/","",""
"file://[example]/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(whatwg)","error","","","","/","",""
"http://user:pass@/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(whatwg)","error","","","","/","",""
"http://foo:-80/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(whatwg)","error","","","","/","",""
"http:/:@/www.example.com","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(whatwg)","error","","","","/","",""
"http://user@/www.example.com","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(whatwg)","error","","","","/","",""
"http:@/www.example.com","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(whatwg)","error","","","","/","",""
"http:/@/www.example.com","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(whatwg)","error","","","","/","",""
"http://@/www.example.com","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(whatwg)","error","","","","/","",""
"https:@/www.example.com","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(whatwg)","error","","","","/","",""
"http:a:b@/www.example.com","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(whatwg)","error","","","","/","",""
"http:/a:b@/www.example.com","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(whatwg)","error","","","","/","",""
"http://a:b@/www.example.com","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(whatwg)","error","","","","/","",""
"http::@/www.example.com","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(whatwg)","error","","","","/","",""
"http:@:www.example.com","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(whatwg)","error","","","","/","",""
"http:/@:www.example.com","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(whatwg)","error","","","","/","",""
"http://@:www.example.com","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(whatwg)","error","","","","/","",""
"https://�","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(whatwg)","error","","","","/","",""
"https://%EF%BF%BD","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(whatwg)","error","","","","/","",""
"https://x x:12","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(whatwg)","error","","","","/","",""
"http://[www.google.com]/","ext-wpt-urltestdata","WPT url/resources/urltestdata.json (BSD-3-Clause) failure case","rurl(whatwg)","error","","","","/","",""
